N,P,K,temperature,humidity,ph,rainfall,label
81,17,50,26,81,6,46.62,watermelon
106,20,51,29,90,6,20.49,muskmelon
23,24,32,28,46,5,93.3,mango
22,54,20,28,83,6,41.01,mungbean
11,20,10,24,93,6,109.47,orange
86,29,51,24,88,6,48.53,watermelon
90,23,57,26,82,6,45.67,watermelon
120,25,51,28,95,6,19.54,muskmelon
87,14,48,29,92,6,29.11,muskmelon
67,41,16,21,57,6,102.84,maize
35,140,197,16,82,6,66.76,grapes
133,48,25,25,81,7,100.12,cotton
91,36,45,24,82,5,267.54,rice
21,17,4,26,94,6,116.9,orange
0,16,30,35,48,6,96.64,mango
113,7,51,29,94,6,28.17,muskmelon
115,79,55,26,83,5,95.06,banana
22,54,78,17,14,6,75.44,chickpea
24,50,16,27,54,9,50.68,mothbeans
23,62,19,16,20,5,98.78,kidneybeans
92,21,48,25,82,6,54.83,watermelon
118,31,34,27,62,6,181.42,coffee
0,64,22,28,62,7,55.03,lentil
89,52,45,24,77,7,196.47,jute
10,8,40,22,89,6,112.5,pomegranate
76,37,35,21,80,5,223.16,rice
29,16,36,19,88,5,102.86,pomegranate
83,40,41,21,82,6,232.95,rice
38,59,84,18,15,5,66.9,chickpea
6,123,202,12,82,6,67.51,grapes
14,23,25,26,96,5,135.42,coconut
62,37,40,23,85,6,185.89,jute
88,5,47,25,86,6,41.17,watermelon
45,56,46,23,90,6,162.45,papaya
2,79,15,21,65,7,35.75,lentil
34,37,14,28,87,6,57.14,mungbean
25,79,83,17,16,7,70.96,chickpea
99,40,32,24,69,7,163.27,coffee
110,85,47,26,81,5,97.13,banana
60,51,36,22,82,6,257.0,rice
31,8,7,34,93,7,103.57,orange
29,34,26,33,54,6,89.29,mango
29,21,45,23,93,6,105.22,pomegranate
14,21,35,29,91,6,194.31,coconut
108,60,17,22,76,6,97.77,cotton
31,129,194,40,81,6,74.17,grapes
23,23,30,32,47,4,90.89,mango
27,36,27,32,50,6,98.52,mango
27,40,24,27,90,7,53.54,mungbean
33,47,19,27,85,6,53.12,mungbean
85,76,54,29,79,5,89.61,banana
28,71,19,22,62,6,52.03,lentil
18,27,41,22,92,7,104.82,pomegranate
19,78,16,20,23,5,67.72,kidneybeans
28,122,197,19,82,5,69.66,grapes
5,58,12,18,19,5,135.75,kidneybeans
109,77,49,25,78,5,98.57,banana
23,75,16,24,63,7,47.8,lentil
99,39,35,24,82,6,182.26,rice
32,75,85,19,18,7,69.73,chickpea
27,61,18,33,67,5,106.69,pigeonpeas
74,58,18,20,56,6,109.02,maize
36,78,19,27,69,7,70.62,blackgram
5,68,20,18,61,5,139.87,pigeonpeas
113,86,47,27,77,6,99.58,banana
70,52,43,26,73,6,181.01,jute
26,67,16,29,67,7,67.83,blackgram
33,139,203,33,82,5,70.68,grapes
59,62,49,43,93,6,112.94,papaya
9,56,17,26,66,6,46.48,lentil
31,137,196,22,93,6,120.63,apple
44,63,15,26,64,7,63.47,blackgram
41,52,47,23,94,6,231.61,papaya
24,131,196,22,83,5,65.34,grapes
1,75,19,24,46,6,175.46,pigeonpeas
21,75,16,24,63,7,48.71,lentil
81,74,54,27,78,6,91.93,banana
10,71,24,21,22,5,141.61,kidneybeans
13,60,23,19,63,7,46.2,lentil
8,7,10,28,91,6,105.21,orange
0,123,205,22,92,5,121.13,apple
28,59,21,30,53,7,171.33,pigeonpeas
2,47,16,29,86,6,58.55,mungbean
9,16,39,18,91,6,105.18,pomegranate
21,26,36,22,84,6,109.9,pomegranate
36,67,20,20,60,6,53.32,lentil
3,64,15,21,18,5,109.06,kidneybeans
80,17,31,24,58,7,134.68,coffee
86,76,54,29,79,5,88.27,banana
73,35,38,24,81,5,185.95,rice
31,20,30,32,54,6,91.89,mango
19,76,21,35,38,5,146.63,pigeonpeas
107,42,24,22,84,6,86.01,cotton
20,79,76,18,16,7,77.68,chickpea
19,22,12,32,90,6,109.98,orange
64,54,40,23,71,7,159.56,jute
36,19,33,27,51,4,93.59,mango
96,24,49,26,81,6,49.12,watermelon
117,82,45,25,79,5,105.42,banana
80,15,28,23,68,6,161.89,coffee
105,69,55,25,78,5,115.69,banana
101,16,45,29,94,6,23.52,muskmelon
90,52,38,26,81,5,265.45,rice
36,36,14,28,83,6,59.33,mungbean
10,19,34,27,100,6,181.24,coconut
108,36,19,22,77,7,64.61,cotton
39,51,54,32,94,6,51.43,papaya
22,54,22,28,57,8,67.56,mothbeans
13,72,19,24,20,5,60.11,kidneybeans
1,135,203,22,92,5,113.78,apple
95,7,45,27,90,6,25.09,muskmelon
83,40,41,24,88,7,168.67,jute
40,23,31,33,53,4,98.32,mango
29,76,15,28,64,7,69.69,blackgram
95,37,35,27,68,6,192.43,coffee
126,50,19,24,81,6,78.58,cotton
7,23,35,19,88,7,102.55,pomegranate
3,71,25,36,58,6,120.37,pigeonpeas
75,38,39,23,84,6,284.42,rice
16,56,19,28,45,3,65.81,mothbeans
34,128,204,21,93,6,108.08,apple
40,61,14,29,63,7,65.57,blackgram
30,58,14,28,61,6,44.9,lentil
31,42,21,32,54,5,73.06,mothbeans
75,59,37,20,80,6,210.42,rice
134,52,18,23,76,7,76.13,cotton
57,60,18,26,67,7,74.21,blackgram
27,77,83,19,15,6,90.19,chickpea
20,7,9,29,91,7,111.17,orange
41,73,19,28,61,6,73.48,blackgram
37,36,21,27,84,6,34.67,mungbean
38,38,13,28,83,6,61.95,mungbean
26,51,25,28,52,7,55.22,mothbeans
127,37,18,24,76,7,91.92,cotton
37,5,34,25,93,5,152.42,coconut
96,49,39,24,79,7,261.34,rice
29,77,75,17,15,7,72.94,chickpea
126,45,24,24,81,6,60.66,cotton
16,56,17,33,40,7,176.62,pigeonpeas
91,94,46,29,76,6,94.44,banana
29,76,75,17,15,7,73.39,chickpea
82,77,46,28,82,5,95.83,banana
21,18,30,30,48,5,89.34,mango
82,49,44,25,81,5,179.21,rice
66,50,22,23,61,5,64.42,maize
74,35,40,26,80,6,242.86,rice
20,29,27,25,92,6,157.76,coconut
86,55,21,21,59,6,109.75,maize
69,37,42,23,83,7,251.05,rice
24,59,84,18,18,8,82.19,chickpea
94,83,46,27,82,5,92.14,banana
39,78,16,19,20,5,81.29,kidneybeans
105,94,49,27,83,5,100.34,banana
76,34,44,26,84,7,184.59,rice
6,69,19,26,41,4,94.47,pigeonpeas
18,20,26,31,51,5,89.98,mango
8,123,195,22,90,5,112.45,apple
14,8,43,21,94,7,111.72,pomegranate
90,23,54,28,90,6,27.27,muskmelon
113,8,49,24,88,6,56.66,watermelon
105,93,46,25,78,5,108.37,banana
12,45,17,26,55,8,36.16,mothbeans
98,43,35,25,76,7,187.55,jute
0,27,38,22,89,6,109.39,pomegranate
117,82,46,25,79,5,103.62,banana
122,40,17,24,81,6,80.04,cotton
27,71,21,23,47,7,148.75,pigeonpeas
82,17,48,29,94,6,26.71,muskmelon
20,20,10,11,93,6,106.06,orange
87,48,38,23,80,7,190.31,jute
4,24,43,22,88,7,109.87,pomegranate
20,68,17,30,60,6,71.73,blackgram
120,16,51,27,91,6,23.29,muskmelon
30,44,16,29,82,6,50.92,mungbean
95,74,50,28,75,5,116.74,banana
77,44,45,25,83,6,169.31,jute
108,92,53,27,82,6,104.94,banana
58,67,45,38,91,6,64.13,papaya
25,64,23,26,40,5,108.14,pigeonpeas
28,27,32,28,93,5,191.77,coconut
9,70,19,24,68,7,41.61,lentil
39,60,15,35,30,5,116.91,pigeonpeas
130,52,15,23,84,6,88.43,cotton
65,58,41,21,80,6,215.04,rice
99,54,37,21,80,5,198.67,rice
0,55,21,26,59,7,35.74,mothbeans
99,5,47,24,84,6,51.19,watermelon
27,139,205,22,93,5,105.55,apple
97,35,45,22,82,6,275.12,rice
35,60,20,34,39,5,168.45,pigeonpeas
43,68,20,29,66,7,69.44,blackgram
105,57,15,25,82,7,72.34,cotton
116,53,20,22,75,6,68.74,cotton
29,71,18,22,62,6,53.47,lentil
3,134,199,20,81,5,71.07,grapes
24,13,32,29,93,6,217.52,coconut
97,12,47,25,89,6,58.29,watermelon
100,57,18,25,81,6,79.17,cotton
98,74,52,25,81,5,96.0,banana
23,60,86,18,14,7,97.0,chickpea
14,54,13,27,54,8,71.88,mothbeans
99,54,36,21,79,5,198.7,rice
117,27,48,26,82,6,54.31,watermelon
9,79,20,24,66,6,38.21,lentil
37,17,30,27,99,6,157.92,coconut
90,57,24,18,72,6,82.34,maize
75,38,39,23,84,6,283.93,rice
78,56,13,25,68,6,63.35,maize
98,58,34,26,81,5,273.39,rice
107,91,52,27,83,6,105.4,banana
41,69,19,31,45,5,146.34,pigeonpeas
46,61,16,27,67,6,72.47,blackgram
2,131,199,22,91,6,124.22,apple
8,6,33,28,93,6,171.95,coconut
28,27,34,32,50,6,95.05,mango
3,9,35,26,99,6,225.63,coconut
7,77,20,25,60,6,49.47,lentil
30,60,17,26,67,6,52.13,lentil
14,59,21,23,68,6,45.66,lentil
21,44,18,27,86,7,50.47,mungbean
23,70,15,34,63,7,60.42,blackgram
136,36,20,23,84,6,71.3,cotton
40,132,202,24,80,5,69.71,grapes
8,23,38,19,87,7,105.48,pomegranate
87,48,25,18,61,6,93.62,maize
39,52,53,32,94,6,51.07,papaya
34,133,202,15,80,5,74.82,grapes
32,20,35,26,98,5,144.63,coconut
53,74,15,29,64,7,72.18,blackgram
23,72,84,19,17,6,79.93,chickpea
0,19,31,25,94,6,178.73,coconut
81,57,23,19,59,6,65.74,maize
26,9,32,28,96,6,198.7,coconut
5,39,20,28,80,6,45.42,mungbean
102,14,52,26,89,6,57.74,watermelon
69,35,42,23,83,7,252.92,rice
24,53,17,28,89,6,57.66,mungbean
4,20,26,28,48,5,98.82,mango
21,77,75,17,18,8,75.33,chickpea
99,35,34,25,71,6,191.39,jute
60,61,78,20,19,6,94.04,chickpea
19,44,21,29,89,6,53.58,mungbean
69,69,53,27,94,6,83.22,papaya
24,30,11,32,94,6,113.25,orange
16,14,30,29,96,6,209.85,coconut
26,15,6,17,94,6,108.01,orange
1,5,35,27,95,6,146.83,coconut
113,93,52,26,78,6,117.05,banana
39,29,29,26,94,6,199.88,coconut
6,16,25,34,48,6,90.89,mango
95,13,48,29,94,6,22.63,muskmelon
11,31,26,35,51,5,100.22,mango
110,22,47,29,91,6,24.94,muskmelon
83,57,46,25,83,5,244.4,rice
38,61,21,21,65,7,44.28,lentil
26,68,24,28,64,7,37.16,lentil
38,132,197,20,81,5,67.47,grapes
100,46,18,24,76,6,69.08,cotton
1,20,33,24,91,6,179.03,coconut
17,11,34,25,96,6,130.88,coconut
27,71,22,31,48,7,165.17,pigeonpeas
42,79,23,27,63,6,68.57,blackgram
95,75,50,28,75,5,118.28,banana
16,55,18,33,39,7,176.43,pigeonpeas
27,74,20,24,50,6,114.3,pigeonpeas
7,63,24,19,64,6,53.05,lentil
11,58,23,21,63,6,50.43,lentil
53,65,51,36,93,6,104.54,papaya
25,64,20,33,32,4,104.79,pigeonpeas
112,28,54,24,85,6,55.3,watermelon
105,13,45,24,82,6,55.97,watermelon
11,19,31,27,52,5,91.87,mango
34,35,21,28,83,6,58.86,mungbean
4,31,31,32,52,5,95.25,mango
99,54,35,21,80,6,278.05,rice
97,57,35,26,81,5,272.98,rice
17,77,17,20,24,5,68.73,kidneybeans
52,58,16,30,61,7,71.37,blackgram
102,49,21,24,84,6,89.8,cotton
48,62,47,25,93,6,174.4,papaya
42,74,84,20,19,7,76.57,chickpea
26,56,22,23,60,7,52.6,lentil
22,72,85,18,15,6,88.51,chickpea
92,56,36,24,82,6,185.35,rice
39,42,20,29,61,8,40.83,mothbeans
108,21,45,26,86,6,54.83,watermelon
2,75,22,23,61,6,52.56,lentil
12,46,22,29,88,6,43.14,mungbean
52,60,79,19,18,8,75.63,chickpea
90,39,43,24,82,6,190.97,jute
21,63,24,33,63,6,64.33,blackgram
8,26,26,25,91,5,212.87,coconut
112,87,48,27,78,6,99.6,banana
132,46,21,24,76,6,91.36,cotton
1,71,25,36,58,6,121.86,pigeonpeas
20,43,17,29,54,4,45.27,mothbeans
95,74,49,25,80,6,108.91,banana
40,68,17,34,65,7,70.41,blackgram
65,60,42,21,81,5,227.17,rice
77,35,44,26,84,7,183.84,rice
119,59,15,22,83,7,63.83,cotton
14,74,15,27,65,6,49.94,lentil
13,58,15,30,60,4,34.0,mothbeans
74,49,38,23,71,7,164.5,jute
42,60,47,33,92,6,136.83,papaya
29,17,29,29,95,5,211.25,coconut
60,41,36,22,81,6,248.72,rice
4,80,15,29,68,7,44.45,lentil
6,139,199,25,81,6,74.11,grapes
29,34,25,28,88,7,47.48,mungbean
69,57,35,24,78,6,186.23,jute
26,68,76,20,15,7,87.73,chickpea
9,21,32,32,53,5,95.94,mango
68,58,38,23,83,6,221.21,rice
20,60,25,27,69,6,61.19,blackgram
30,44,16,29,83,6,50.83,mungbean
64,45,43,25,83,5,208.39,rice
136,36,19,23,83,6,70.2,cotton
34,54,24,31,41,5,68.8,mothbeans
27,23,26,29,50,5,96.23,mango
22,59,85,18,14,7,94.48,chickpea
126,46,25,24,81,6,60.8,cotton
99,73,53,26,81,5,118.67,banana
0,12,7,20,90,6,116.81,orange
38,24,33,28,97,5,142.94,coconut
92,80,50,27,81,6,94.26,banana
75,38,24,24,55,6,65.07,maize
102,79,54,26,81,5,109.49,banana
110,38,22,22,79,6,89.77,cotton
60,37,39,26,82,6,161.25,jute
40,62,19,27,34,4,96.52,pigeonpeas
89,59,16,25,56,5,100.68,maize
4,15,32,35,49,4,98.2,mango
81,45,34,26,80,6,221.2,rice
33,29,34,31,49,6,93.0,mango
94,73,50,25,81,5,111.46,banana
5,66,14,34,30,6,159.76,pigeonpeas
99,56,17,24,73,6,71.08,maize
95,73,51,25,81,6,112.08,banana
113,30,50,26,83,6,43.88,watermelon
25,143,200,23,92,6,100.62,apple
1,67,16,34,47,5,128.99,pigeonpeas
84,20,55,28,94,6,21.31,muskmelon
109,39,26,24,84,6,92.4,cotton
121,19,44,25,88,6,53.41,watermelon
5,62,23,25,50,5,160.14,pigeonpeas
117,25,54,28,92,6,29.11,muskmelon
40,57,22,36,63,5,165.27,pigeonpeas
76,50,43,23,82,7,165.58,jute
6,15,32,24,95,6,175.3,coconut
98,8,51,26,86,6,49.43,watermelon
28,33,28,33,54,6,90.79,mango
15,28,32,28,99,6,224.4,coconut
38,37,15,28,83,6,62.84,mungbean
80,39,44,25,80,6,173.73,jute
39,65,23,25,69,7,41.03,lentil
89,44,37,23,83,7,238.27,rice
56,72,87,18,14,7,92.46,chickpea
19,79,77,18,16,7,76.41,chickpea
106,42,17,22,81,6,64.8,cotton
17,43,22,30,45,5,41.06,mothbeans
22,62,16,34,54,4,180.9,pigeonpeas
76,39,24,24,55,6,64.24,maize
1,21,34,25,91,6,179.17,coconut
55,60,15,32,68,7,64.11,blackgram
36,133,198,25,83,6,69.17,grapes
56,75,15,30,60,7,66.37,blackgram
26,64,21,25,40,5,108.81,pigeonpeas
58,59,83,19,19,7,93.42,chickpea
79,51,16,25,68,6,96.46,maize
81,35,38,23,87,6,150.82,jute
11,120,196,21,92,6,119.46,apple
84,40,42,26,73,6,186.69,jute
38,22,27,25,94,5,223.76,coconut
114,8,52,29,94,6,28.23,muskmelon
9,9,28,29,94,6,150.05,coconut
13,126,204,23,92,6,108.18,apple
57,68,81,17,17,8,72.79,chickpea
25,12,26,28,95,6,134.84,coconut
37,60,20,29,60,7,48.4,lentil
4,19,26,29,47,5,98.96,mango
19,37,16,29,81,6,44.29,mungbean
118,12,47,27,92,6,28.95,muskmelon
14,121,203,9,83,6,74.46,grapes
31,52,16,28,86,6,47.99,mungbean
24,70,21,19,45,5,132.77,pigeonpeas
38,59,14,35,31,5,117.55,pigeonpeas
37,11,30,29,94,6,223.81,coconut
90,52,25,25,69,6,103.22,maize
41,45,20,30,55,5,29.76,mothbeans
96,54,22,25,61,6,83.21,maize
100,49,19,24,84,6,90.53,cotton
32,36,18,27,86,7,43.17,mungbean
33,79,24,28,44,4,199.26,pigeonpeas
15,143,204,23,91,5,120.94,apple
3,27,44,24,92,6,110.96,pomegranate
14,138,200,17,80,6,63.47,grapes
25,51,24,25,61,9,65.08,mothbeans
13,75,20,30,35,6,178.9,pigeonpeas
93,88,47,28,84,5,112.12,banana
23,24,31,28,46,5,93.82,mango
20,77,23,34,38,5,148.25,pigeonpeas
21,38,20,27,63,5,62.2,mothbeans
90,16,45,24,80,6,50.56,watermelon
81,16,45,26,86,6,59.76,watermelon
120,87,52,28,76,5,118.99,banana
37,64,22,17,18,5,121.94,kidneybeans
22,4,34,29,92,6,204.56,coconut
57,73,85,18,14,7,91.95,chickpea
38,72,21,28,49,5,186.5,pigeonpeas
103,16,49,24,81,6,51.75,watermelon
13,33,27,33,44,6,99.29,mango
28,79,16,24,60,6,53.12,lentil
25,63,13,20,24,5,138.39,kidneybeans
90,91,55,26,80,6,98.53,banana
17,64,16,30,32,7,180.72,pigeonpeas
11,144,203,30,82,6,67.86,grapes
31,130,198,21,92,5,120.06,apple
23,24,31,28,46,5,93.76,mango
139,39,16,22,77,5,78.3,cotton
38,141,198,13,80,5,70.76,grapes
69,36,42,21,80,6,201.47,rice
83,8,52,28,93,6,28.12,muskmelon
116,81,55,26,83,5,95.86,banana
27,76,83,19,14,6,89.62,chickpea
19,40,13,29,88,7,43.12,mungbean
105,74,45,25,81,6,119.22,banana
107,45,25,23,83,7,71.84,cotton
31,29,35,27,92,6,141.32,coconut
92,35,39,22,80,6,201.02,rice
89,51,46,24,77,7,195.81,jute
118,49,19,23,82,6,68.0,cotton
27,72,22,28,37,4,91.99,pigeonpeas
125,36,19,25,84,6,77.63,cotton
60,60,13,24,68,6,91.98,maize
45,57,47,23,90,6,161.69,papaya
35,25,30,27,53,5,99.41,mango
21,21,38,22,89,6,104.9,pomegranate
21,29,12,22,92,6,117.37,orange
81,30,48,28,92,6,29.87,muskmelon
29,26,10,11,93,7,102.44,orange
1,8,26,27,94,5,156.67,coconut
81,56,36,23,72,7,174.79,jute
33,59,19,23,62,7,49.55,lentil
2,56,23,26,59,7,36.92,mothbeans
33,62,53,27,90,6,239.49,papaya
17,64,17,21,25,5,124.99,kidneybeans
100,86,52,28,77,6,101.43,banana
39,16,34,31,49,6,90.86,mango
94,91,51,29,76,5,109.58,banana
88,17,52,29,90,6,25.38,muskmelon
32,73,81,20,15,5,92.68,chickpea
10,36,33,35,52,5,95.37,mango
83,23,55,26,83,6,43.97,watermelon
59,69,80,19,17,8,69.41,chickpea
77,35,42,26,84,7,184.07,rice
40,143,201,24,82,6,66.7,grapes
31,35,23,30,47,7,68.04,mothbeans
42,61,74,18,19,6,83.3,chickpea
109,21,55,24,89,6,57.45,watermelon
68,70,54,31,92,6,54.78,papaya
92,44,16,18,65,6,94.84,maize
75,39,43,25,83,5,230.34,rice
90,35,38,23,79,6,207.43,rice
4,136,204,29,81,5,65.52,grapes
26,58,19,28,52,4,36.77,mothbeans
114,20,26,25,62,7,193.59,coffee
38,6,25,25,96,6,191.3,coconut
21,21,30,27,51,5,100.77,mango
95,57,40,23,73,6,184.22,jute
3,69,23,28,63,7,42.96,lentil
53,73,77,19,18,7,73.64,chickpea
89,91,55,25,80,6,94.33,banana
57,64,55,26,92,6,62.51,papaya
106,13,50,26,87,6,60.29,watermelon
67,67,48,35,93,6,149.2,papaya
19,24,42,19,89,6,104.53,pomegranate
118,45,23,23,77,7,71.68,cotton
11,78,23,16,19,5,89.8,kidneybeans
39,70,52,26,90,6,59.49,papaya
110,15,48,28,92,6,27.6,muskmelon
115,71,47,27,82,6,92.12,banana
59,46,45,42,91,6,88.26,papaya
25,35,20,28,43,8,71.9,mothbeans
18,7,44,18,89,6,112.54,pomegranate
5,23,15,25,92,7,112.54,orange
82,35,35,25,86,7,176.53,jute
35,52,15,28,60,9,65.96,mothbeans
56,68,83,17,17,8,71.92,chickpea
113,27,47,28,92,6,24.98,muskmelon
57,69,84,20,17,6,74.32,chickpea
84,55,38,26,79,6,173.1,jute
90,50,39,20,84,6,227.72,rice
9,29,34,29,45,5,100.81,mango
38,138,204,25,83,6,73.01,grapes
38,54,20,33,38,5,197.65,pigeonpeas
32,68,19,24,18,5,149.74,kidneybeans
37,38,32,31,45,5,91.56,mango
19,38,20,27,52,7,61.72,mothbeans
117,86,48,28,82,6,116.16,banana
39,135,200,22,94,5,115.92,apple
119,19,55,25,83,6,46.87,watermelon
89,58,35,23,82,6,167.06,jute
32,76,15,28,63,7,43.36,lentil
110,39,24,24,84,6,91.06,cotton
83,38,35,25,52,7,136.73,coffee
26,53,24,30,49,4,53.71,mothbeans
105,77,52,29,76,5,100.01,banana
35,64,15,25,63,7,52.78,lentil
7,27,35,29,47,4,98.12,mango
60,41,44,24,82,6,160.93,jute
17,134,204,39,80,6,73.88,grapes
16,65,16,18,62,6,50.61,lentil
29,142,203,29,83,5,66.48,grapes
67,54,43,26,75,7,180.96,jute
35,65,45,31,91,6,49.76,papaya
100,11,51,25,83,6,44.43,watermelon
117,75,47,25,76,6,94.12,banana
80,17,52,27,91,6,24.05,muskmelon
0,53,26,28,43,4,46.93,mothbeans
30,20,33,26,98,5,145.22,coconut
6,142,202,27,82,6,70.43,grapes
5,72,15,22,66,7,54.62,lentil
61,41,15,25,65,6,76.73,maize
6,57,24,24,44,5,189.37,pigeonpeas
65,67,49,35,91,6,149.34,papaya
95,14,50,26,84,6,56.32,watermelon
60,55,40,24,88,7,151.49,jute
9,143,197,23,92,5,117.66,apple
74,43,23,25,61,6,100.13,maize
5,19,25,27,54,6,96.28,mango
60,57,24,18,61,6,75.03,maize
39,64,15,16,24,5,141.58,kidneybeans
6,35,19,28,53,9,66.89,mothbeans
0,55,22,22,20,5,143.86,kidneybeans
57,67,25,32,66,7,64.56,blackgram
24,63,19,19,55,4,194.59,pigeonpeas
4,40,26,27,48,6,95.84,mango
83,58,42,21,79,7,226.69,rice
42,74,83,19,14,7,65.78,chickpea
89,38,43,24,82,6,191.01,jute
35,142,203,21,90,5,123.65,apple
41,66,76,19,15,7,80.22,chickpea
94,39,37,23,83,5,286.31,rice
77,50,45,23,82,7,165.54,jute
65,53,38,23,72,7,161.46,jute
65,53,21,25,60,5,71.82,maize
123,49,15,22,75,6,70.26,cotton
111,40,25,24,84,6,90.94,cotton
38,14,30,26,91,5,194.9,coconut
24,67,22,20,22,5,104.63,kidneybeans
35,65,79,19,15,6,87.38,chickpea
78,42,42,20,81,7,262.72,rice
13,144,204,30,82,6,68.38,grapes
16,145,199,26,80,5,69.31,grapes
104,86,53,25,85,6,114.11,banana
110,78,50,25,78,5,98.22,banana
1,23,12,19,91,6,117.26,orange
34,60,25,29,85,6,40.78,mungbean
26,67,24,36,37,5,161.48,pigeonpeas
86,15,47,24,84,6,53.79,watermelon
81,43,15,23,71,6,65.06,maize
5,17,14,33,93,7,119.17,orange
26,138,206,22,93,5,105.23,apple
24,14,33,29,93,6,218.52,coconut
30,69,79,20,20,7,68.85,chickpea
28,65,23,28,61,7,74.24,blackgram
107,71,42,28,82,5,90.88,banana
26,72,22,28,37,4,91.72,pigeonpeas
27,64,15,20,24,5,138.24,kidneybeans
90,86,52,25,81,5,117.35,banana
140,41,15,22,76,5,78.71,cotton
7,20,11,16,94,6,110.65,orange
22,26,38,22,85,6,110.24,pomegranate
7,11,32,29,95,5,184.76,coconut
24,6,32,28,90,6,172.48,coconut
25,37,30,35,49,6,99.33,mango
71,60,22,26,59,6,85.76,maize
38,17,45,18,90,6,105.18,pomegranate
36,43,21,28,85,7,51.27,mungbean
64,59,22,25,72,6,107.16,maize
19,21,34,30,53,5,97.73,mango
8,14,32,25,95,6,175.46,coconut
7,136,202,41,81,5,75.29,grapes
25,68,76,20,15,7,86.83,chickpea
54,66,54,36,93,6,106.96,papaya
12,72,19,30,35,5,162.94,pigeonpeas
92,75,45,29,77,5,90.43,banana
92,55,34,23,81,6,186.37,rice
18,20,25,31,51,5,91.3,mango
24,37,21,24,58,8,36.24,mothbeans
8,36,32,27,55,6,98.7,mango
111,28,26,27,64,6,192.71,coffee
5,13,6,15,94,7,101.06,orange
104,92,45,24,79,5,109.67,banana
24,59,20,28,83,6,44.42,mungbean
60,59,11,24,68,6,90.23,maize
7,55,19,28,80,7,39.5,mungbean
26,66,14,29,68,7,69.02,blackgram
75,39,43,25,82,5,232.81,rice
105,31,49,25,81,6,55.66,watermelon
81,17,50,26,80,6,47.82,watermelon
102,32,33,26,51,7,127.16,coffee
24,20,25,33,46,5,97.77,mango
10,72,20,19,24,5,113.33,kidneybeans
1,78,21,21,67,7,45.01,lentil
67,44,38,22,82,7,260.64,rice
38,61,21,30,67,4,127.78,pigeonpeas
43,68,81,17,17,6,78.92,chickpea
66,55,44,26,75,7,180.9,jute
60,38,16,18,63,6,75.99,maize
23,5,32,29,92,6,203.19,coconut
83,58,45,25,83,5,244.98,rice
98,24,51,25,82,6,50.57,watermelon
80,40,46,25,80,6,175.32,jute
19,72,23,15,22,5,128.71,kidneybeans
108,94,47,27,84,6,90.81,banana
83,21,29,25,60,7,189.98,coffee
0,65,16,23,23,5,96.24,kidneybeans
95,75,45,28,82,5,109.02,banana
36,73,21,26,63,6,44.1,lentil
32,73,22,29,59,6,102.82,pigeonpeas
85,38,41,21,82,6,276.66,rice
6,140,205,17,82,6,69.87,grapes
70,42,43,23,76,6,157.12,jute
42,78,79,19,19,7,79.67,chickpea
3,136,205,17,80,6,71.41,grapes
71,54,34,26,70,7,199.54,jute
16,75,21,18,23,5,87.05,kidneybeans
69,54,37,22,82,5,271.58,rice
100,12,53,25,83,6,56.88,watermelon
83,79,55,25,83,5,98.67,banana
59,43,23,24,70,5,76.24,maize
117,24,53,29,92,6,21.3,muskmelon
35,50,17,28,49,3,40.78,mothbeans
34,68,21,16,25,5,76.69,kidneybeans
119,5,55,29,94,6,26.84,muskmelon
121,44,20,25,75,7,92.58,cotton
10,71,17,19,21,5,82.69,kidneybeans
100,23,27,25,57,7,194.58,coffee
87,95,47,27,78,6,109.42,banana
104,26,30,24,62,6,148.7,coffee
59,56,36,26,80,7,150.41,jute
68,44,38,25,71,7,195.76,jute
27,71,24,31,48,7,165.41,pigeonpeas
24,37,21,30,58,5,62.75,mothbeans
68,66,48,39,90,6,90.41,papaya
35,67,24,36,36,6,136.23,pigeonpeas
85,33,25,26,52,6,189.09,coffee
89,43,39,23,82,7,241.19,rice
67,70,53,31,92,6,53.6,papaya
21,63,17,15,19,5,108.34,kidneybeans
1,15,9,29,94,7,115.36,orange
22,131,200,23,79,6,67.05,grapes
14,29,32,35,48,6,97.52,mango
6,8,11,24,92,6,119.69,orange
116,56,17,24,77,7,85.25,cotton
28,35,27,28,53,6,90.69,mango
37,76,21,26,68,7,49.84,lentil
78,35,44,26,84,7,183.62,rice
94,89,48,28,84,5,111.08,banana
13,120,202,9,83,6,74.13,grapes
94,50,38,25,80,6,209.04,rice
59,62,52,43,93,6,103.82,papaya
40,22,29,27,99,5,174.63,coconut
25,71,19,19,31,4,176.22,pigeonpeas
2,56,17,28,54,8,51.62,mothbeans
79,44,40,23,75,7,150.9,jute
61,40,44,24,82,6,161.3,jute
38,63,53,23,91,6,208.57,papaya
25,50,22,29,49,4,52.73,mothbeans
31,120,205,10,83,6,66.44,grapes
110,51,19,24,78,6,85.5,cotton
16,71,24,18,38,4,139.65,pigeonpeas
32,76,13,23,67,7,40.43,lentil
6,56,22,26,40,5,54.63,mothbeans
13,143,203,30,82,6,68.52,grapes
52,55,20,27,64,6,71.41,blackgram
37,68,55,29,92,6,202.26,papaya
21,139,201,19,83,5,67.15,grapes
122,50,16,23,75,6,71.16,cotton
29,141,194,23,91,5,117.69,apple
23,69,12,34,63,7,59.08,blackgram
28,136,200,23,92,6,114.74,apple
97,29,27,27,54,7,139.86,coffee
